From src:'1'	To src:'7'
CHEMBL273348	77581
CHEMBL188186	75563
CHEMBL1442309	116388
CHEMBL2385623	69969
CHEMBL1319142	123181
CHEMBL1800366	8880
CHEMBL1774432	67837
CHEMBL76688	135704
CHEMBL356965	104057
CHEMBL1385038	121168
CHEMBL1480548	108370
CHEMBL1399450	111430
CHEMBL1600824	48058
CHEMBL1371194	113107
CHEMBL2135232	100197
CHEMBL976	91583
CHEMBL1302713	121997
CHEMBL260419	93329
CHEMBL17331	93358
CHEMBL4080585	35635
CHEMBL1376835	114796
CHEMBL1200408	50270
CHEMBL3126030	89406
CHEMBL349147	28160
CHEMBL3186862	135982
CHEMBL1428163	112250
CHEMBL1432305	62847
CHEMBL73151	32193
CHEMBL1201196	83682
CHEMBL1423764	109219
CHEMBL1394653	93557
CHEMBL75410	7491
CHEMBL1722892	105581
CHEMBL1201120	32091
CHEMBL1724662	82398
CHEMBL1765402	68275
CHEMBL387527	24809
CHEMBL1299694	116145
CHEMBL85685	51687
CHEMBL3109285	16463
CHEMBL1443796	91627
CHEMBL1255654	9469
CHEMBL2105359	135572
CHEMBL1586200	95171
CHEMBL1332528	116311
CHEMBL1813662	68186
CHEMBL1834814	69554
CHEMBL1484970	114361
CHEMBL1896661	109837
CHEMBL1222248	82838
CHEMBL1430123	113262
CHEMBL9352	17846
CHEMBL304929	109555
CHEMBL1404356	109285
CHEMBL2130663	98663
CHEMBL2107094	135003
CHEMBL1524181	108500
CHEMBL94016	73395
CHEMBL1903971	145563
CHEMBL4209146	149929
CHEMBL1927848	69603
CHEMBL1299475	108981
CHEMBL1878808	106123
CHEMBL452683	29452
CHEMBL140280	91895
CHEMBL40988	82635
CHEMBL1221709	155851
CHEMBL1221709	155880
CHEMBL1323720	121218
CHEMBL2110962	134883
CHEMBL1348502	116087
CHEMBL1201404	6970
CHEMBL209073	34584
CHEMBL1536959	120495
CHEMBL3561246	95483
CHEMBL375611	94640
CHEMBL1086445	41607
CHEMBL1489834	120948
CHEMBL510068	37869
CHEMBL2337793	59660
CHEMBL1606899	108510
CHEMBL460287	82542
CHEMBL1428027	115692
CHEMBL1234723	16715
CHEMBL1201265	135765
CHEMBL45951	104235
CHEMBL3182781	82256
CHEMBL36506	28368
CHEMBL208732	149851
CHEMBL599207	141147
CHEMBL1578962	121753
CHEMBL427404	149938
CHEMBL1508410	120742
CHEMBL1383475	105249
CHEMBL233767	9980
CHEMBL16	8107
CHEMBL1351553	121340
CHEMBL3544546	1887
CHEMBL1699792	116231
CHEMBL497823	62456
CHEMBL1412614	74838
CHEMBL1417951	38718
CHEMBL3182143	38218
CHEMBL464649	80941
CHEMBL1392645	123433
CHEMBL1976978	82364
CHEMBL2286960	83185
CHEMBL1540822	116168
CHEMBL2358118	63928
CHEMBL1966898	6630
CHEMBL109	39867
CHEMBL1371908	91494
CHEMBL117822	18153
CHEMBL2442067	149680
CHEMBL1428874	112918
CHEMBL1084172	75040
CHEMBL1873703	34696
CHEMBL2228454	87510
CHEMBL2268554	4999
CHEMBL1486764	116499
CHEMBL1453259	151072
CHEMBL1877495	134978
CHEMBL606078	45506
CHEMBL342685	108982
CHEMBL373496	5530
CHEMBL1299435	115647
CHEMBL279516	135470
CHEMBL1728910	94270
CHEMBL8946	92874
CHEMBL1351275	108037
CHEMBL1600960	120031
CHEMBL1569206	107118
CHEMBL282042	32121
CHEMBL1644694	63004
CHEMBL1780029	66744
CHEMBL1371935	104993
CHEMBL1497946	109770
CHEMBL3182113	31450
CHEMBL1709314	92108
CHEMBL1520596	108358
CHEMBL1399910	109607
CHEMBL1626177	64211
CHEMBL73237	69426
CHEMBL71492	111170
CHEMBL2105059	136018
CHEMBL1466371	121265
CHEMBL466773	66516
CHEMBL477724	80733
CHEMBL1270356	70677
CHEMBL63895	41285
CHEMBL1605960	120063
CHEMBL196431	80645
CHEMBL1507878	121117
CHEMBL290904	92119
CHEMBL180022	61397
CHEMBL294740	9053
CHEMBL230006	30853
CHEMBL123292	27641
CHEMBL2104238	55518
CHEMBL1420182	112267
CHEMBL21156	87103
CHEMBL1233049	42725
CHEMBL1405524	116648
CHEMBL3989494	32128
CHEMBL1689070	69959
CHEMBL1338419	120886
CHEMBL450072	142592
CHEMBL3183777	112566
CHEMBL2362016	30621
CHEMBL1450104	108571
CHEMBL193777	2301
CHEMBL350865	34345
CHEMBL79004	94801
CHEMBL472212	91388
CHEMBL399121	28230
CHEMBL74490	79510
CHEMBL1341008	94220
CHEMBL1380240	120876
CHEMBL1201149	134687
CHEMBL1874750	135676
CHEMBL464611	137508
CHEMBL1478035	114862
CHEMBL2132902	91400
CHEMBL1581123	117090
CHEMBL2110785	135887
CHEMBL38924	48032
CHEMBL2228862	134802
CHEMBL2111014	134707
CHEMBL297390	70801
CHEMBL1328400	121113
CHEMBL513389	91879
CHEMBL1353188	123309
CHEMBL2105350	73504
CHEMBL33539	86582
CHEMBL196585	34025
CHEMBL2359916	97529
CHEMBL478649	90527
CHEMBL3188414	82373
CHEMBL508603	66528
CHEMBL1479234	109054
CHEMBL3560625	95474
CHEMBL398065	63887
CHEMBL36668	72760
CHEMBL2271710	80933
CHEMBL12636	107662
CHEMBL938	135894
CHEMBL1090479	91362
CHEMBL1573657	109180
CHEMBL2171712	35600
CHEMBL1338870	3203
CHEMBL3099533	149892
CHEMBL15193	6377
CHEMBL1688952	53576
CHEMBL2260696	81946
CHEMBL1667883	70146
CHEMBL1624736	93800
CHEMBL2358645	113837
CHEMBL1933123	68969
CHEMBL1430133	112158
CHEMBL1618047	70643
CHEMBL780	35739
CHEMBL1370404	117267
CHEMBL2360361	101765
CHEMBL502428	65570
CHEMBL1221711	73905
CHEMBL3120671	133373
CHEMBL3348861	28429
CHEMBL191144	132239
CHEMBL1336279	119811
CHEMBL119443	4822
CHEMBL2361179	98151
CHEMBL139877	134891
CHEMBL31274	77512
CHEMBL1499845	120897
CHEMBL1572590	116506
CHEMBL1566425	123390
CHEMBL1234621	49026
CHEMBL1200813	2380
CHEMBL814	5138
CHEMBL1813667	68202
CHEMBL2141366	96581
CHEMBL1981354	95133
CHEMBL312487	78677
CHEMBL1392559	109293
CHEMBL1337652	122051
CHEMBL1511212	123425
CHEMBL118227	61238
CHEMBL1450329	115498
CHEMBL470266	27552
CHEMBL1928410	69043
CHEMBL1731	6919
CHEMBL445177	5354
CHEMBL3560252	126267
CHEMBL1418494	115038
CHEMBL294193	73770
CHEMBL294193	74389
CHEMBL1890309	93639
CHEMBL1689180	69985
CHEMBL1531172	105457
CHEMBL1505063	119793
CHEMBL28328	25094
CHEMBL39947	60528
CHEMBL1414674	91894
CHEMBL1550518	120747
CHEMBL1547263	108386
CHEMBL1672234	93456
CHEMBL290106	3131
CHEMBL1200666	50749
CHEMBL1718918	135087
CHEMBL1423807	111318
CHEMBL4061210	69779
CHEMBL1762	9611
CHEMBL1533178	121320
CHEMBL291278	31882
CHEMBL2230078	133306
CHEMBL505464	132825
CHEMBL1784533	67706
CHEMBL1568276	51919
CHEMBL2354516	103488
CHEMBL195368	43943
CHEMBL1509441	114457
CHEMBL1459617	93964
CHEMBL288943	28666
CHEMBL1234047	43769
CHEMBL3182208	93227
CHEMBL175737	155876
CHEMBL175737	155838
CHEMBL1610676	107781
CHEMBL1502010	115661
CHEMBL1198521	132446
CHEMBL491174	8600
CHEMBL198814	144087
CHEMBL1418754	119946
CHEMBL1731099	64104
CHEMBL1614713	91437
CHEMBL1418614	111326
CHEMBL1902645	134910
CHEMBL1327888	108154
CHEMBL1424	17712
CHEMBL1424	48517
CHEMBL1612215	121650
CHEMBL1358065	94999
CHEMBL1194	8404
CHEMBL14658	81517
CHEMBL32010	18099
CHEMBL1347516	82274
CHEMBL1802041	68100
CHEMBL63857	34914
CHEMBL1579446	107571
CHEMBL1221692	29707
CHEMBL3187280	96055
CHEMBL1369885	117017
CHEMBL224436	31739
CHEMBL3273981	79801
CHEMBL1419	9137
CHEMBL1618720	104113
CHEMBL1793863	68354
CHEMBL2140299	125231
CHEMBL1339730	111272
CHEMBL1460452	109108
CHEMBL225230	92234
CHEMBL315838	4788
CHEMBL1823034	69228
CHEMBL1420457	108537
CHEMBL1359848	94177
CHEMBL1938917	93511
CHEMBL2104633	135090
CHEMBL2357504	112609
CHEMBL4077187	35636
CHEMBL1476500	48844
CHEMBL1313900	116119
CHEMBL189171	31162
CHEMBL1738843	28871
CHEMBL1363482	109771
CHEMBL428032	65112
CHEMBL229565	78018
CHEMBL2133325	112622
CHEMBL450195	81689
CHEMBL3929528	133885
CHEMBL1269940	70690
CHEMBL331161	6508
CHEMBL411066	95050
CHEMBL464224	18128
CHEMBL1378682	111345
CHEMBL1580856	111280
CHEMBL1689079	69949
CHEMBL1425374	109440
CHEMBL115897	149786
CHEMBL1201208	8067
CHEMBL242080	78886
CHEMBL218693	3429
CHEMBL1651333	70286
CHEMBL1201382	72583
CHEMBL1573728	104916
CHEMBL104049	80656
CHEMBL1343909	108014
CHEMBL41342	17211
CHEMBL1887891	59730
CHEMBL2104523	135642
CHEMBL401501	17428
CHEMBL2106794	134890
CHEMBL1612177	116381
CHEMBL517375	69383
CHEMBL1409494	112287
CHEMBL1374184	120999
CHEMBL1616097	104043
CHEMBL495721	69541
CHEMBL1200679	49976
CHEMBL1529213	115683
CHEMBL1898740	110009
CHEMBL440287	21759
CHEMBL1625472	104001
CHEMBL1427154	116390
CHEMBL1482710	108416
CHEMBL1093360	93662
CHEMBL7777	66958
CHEMBL407132	133643
CHEMBL1568627	116257
CHEMBL3183680	93499
CHEMBL2107560	91258
CHEMBL3277898	50045
CHEMBL157427	137978
CHEMBL261508	87158
CHEMBL3560508	98935
CHEMBL1611865	120583
CHEMBL1573846	107686
CHEMBL259423	84158
CHEMBL2228569	84067
CHEMBL608137	141130
CHEMBL1581890	113016
CHEMBL1915763	68858
CHEMBL24	2904
CHEMBL1206059	64023
CHEMBL49943	135159
CHEMBL2146126	30146
CHEMBL497834	42989
CHEMBL69590	49385
CHEMBL1641890	70361
CHEMBL559793	45823
CHEMBL275938	87397
CHEMBL3989554	31931
CHEMBL1163488	2787
CHEMBL1454910	67121
CHEMBL1522618	105170
CHEMBL112060	108195
CHEMBL1874826	123933
CHEMBL1076619	114456
CHEMBL1471997	116078
CHEMBL240163	94700
CHEMBL1200991	31358
CHEMBL1903404	94867
CHEMBL15727	52294
CHEMBL1761712	70467
CHEMBL1520645	122032
CHEMBL1505482	116258
CHEMBL19969	35322
CHEMBL251695	68038
CHEMBL1709939	113664
CHEMBL2297044	70254
CHEMBL115	44032
CHEMBL1163175	9718
CHEMBL2137170	96931
CHEMBL2105002	134996
CHEMBL1233899	86262
CHEMBL1391585	117202
CHEMBL1339537	121481
CHEMBL2235164	5832
CHEMBL343480	16057
CHEMBL444144	46790
CHEMBL2358781	126933
CHEMBL526168	93378
CHEMBL1532232	116523
CHEMBL294747	92882
CHEMBL1720051	134794
CHEMBL1566725	114411
CHEMBL574023	7440
CHEMBL1495	7868
CHEMBL34819	93993
CHEMBL1568785	108373
CHEMBL2104512	31354
CHEMBL1469518	120563
CHEMBL1486156	107975
CHEMBL1178933	51862
CHEMBL3394576	76002
CHEMBL1331499	119969
CHEMBL83088	50475
CHEMBL1765432	67765
CHEMBL1508839	105746
CHEMBL2107215	134877
CHEMBL1614650	135709
CHEMBL1774402	67283
CHEMBL1520857	115091
CHEMBL2360603	126157
CHEMBL1528658	120474
CHEMBL1537958	105037
CHEMBL1729603	108017
CHEMBL2136089	95750
CHEMBL293266	74327
CHEMBL1079839	68175
CHEMBL254348	28948
CHEMBL1360824	105370
CHEMBL194859	34365
CHEMBL2360464	63722
CHEMBL112570	16113
CHEMBL4099976	145276
CHEMBL1618102	145701
CHEMBL2144678	130886
CHEMBL2107254	31426
CHEMBL2106236	34738
CHEMBL235134	45565
CHEMBL3781539	156429
CHEMBL1416169	119840
CHEMBL1823110	69471
CHEMBL1427898	114651
CHEMBL1802674	72853
CHEMBL2103738	64754
CHEMBL123040	78492
CHEMBL2368547	9112
CHEMBL509456	15650
CHEMBL505294	65707
CHEMBL335258	50738
CHEMBL1213492	94187
CHEMBL3183521	90020
CHEMBL1307496	105363
CHEMBL509437	63153
CHEMBL1624874	104093
CHEMBL569864	93986
CHEMBL1438364	105450
CHEMBL1511839	93746
CHEMBL10206	94969
CHEMBL1500878	109213
CHEMBL316405	146167
CHEMBL1520939	109188
CHEMBL1706269	92617
CHEMBL1373057	92064
CHEMBL1231002	82220
CHEMBL1523616	116444
CHEMBL1474517	27585
CHEMBL13280	31622
CHEMBL1315743	88303
CHEMBL521729	70134
CHEMBL1076495	38508
CHEMBL469638	31789
CHEMBL1525029	115021
CHEMBL4104656	34418
CHEMBL1441140	123275
CHEMBL352109	82363
CHEMBL303062	9079
CHEMBL428593	75342
CHEMBL282159	4344
CHEMBL1312620	114386
CHEMBL1562872	10618
CHEMBL1940602	68936
CHEMBL3186302	76247
CHEMBL1562114	121172
CHEMBL330957	125384
CHEMBL1628688	94573
CHEMBL3145000	115574
CHEMBL1428447	121926
CHEMBL1547516	105725
CHEMBL1761683	34163
CHEMBL4289906	78370
CHEMBL2105188	135425
CHEMBL1813861	69872
CHEMBL1306418	120850
CHEMBL1437391	39373
CHEMBL1548970	104965
CHEMBL794	68449
CHEMBL1503933	107373
CHEMBL471524	42452
CHEMBL1499624	106007
CHEMBL1371091	105251
CHEMBL1600299	121877
CHEMBL1724457	93080
CHEMBL2107015	134897
CHEMBL1357016	87696
CHEMBL466882	15895
CHEMBL1314	32229
CHEMBL583555	119962
CHEMBL1397665	92641
CHEMBL123433	104132
CHEMBL3560988	101635
CHEMBL1303173	105874
CHEMBL3144874	117111
CHEMBL1201163	9317
CHEMBL1504894	107228
CHEMBL2252486	89853
CHEMBL1447009	108079
CHEMBL82242	17558
CHEMBL344340	340824
CHEMBL1602317	122184
CHEMBL3989514	90881
CHEMBL1200521	53781
CHEMBL601719	64310
CHEMBL540434	141614
CHEMBL2106618	135731
CHEMBL175	43415
CHEMBL158	161680
CHEMBL1923041	68957
CHEMBL716	8707
CHEMBL1213478	17477
CHEMBL578079	116842
CHEMBL1534940	74661
CHEMBL2105132	134861
CHEMBL1403148	91774
CHEMBL478120	94723
CHEMBL4066320	131612
CHEMBL485818	2981
CHEMBL1486647	116422
CHEMBL3358297	71467
CHEMBL266195	51211
CHEMBL163238	135127
CHEMBL452911	5634
CHEMBL2148103	33194
CHEMBL2148103	33193
CHEMBL1393636	105886
CHEMBL2447919	81993
CHEMBL1358	31638
CHEMBL53400	73517
CHEMBL7983	10607
CHEMBL15768	36773
CHEMBL1487274	115045
CHEMBL1625	34283
CHEMBL1327359	109046
CHEMBL578063	52806
CHEMBL1719698	120415
CHEMBL1378	9544
CHEMBL1773216	67954
CHEMBL3560140	127852
CHEMBL1510468	121699
CHEMBL519457	28463
CHEMBL596	119915
CHEMBL4078313	60315
CHEMBL3194728	93910
CHEMBL1572474	105504
CHEMBL1330965	121001
CHEMBL578741	93018
CHEMBL3560430	119466
CHEMBL2158276	92343
CHEMBL1464963	107462
CHEMBL1774169	67929
CHEMBL15871	26307
CHEMBL562048	66086
CHEMBL1568702	78742
CHEMBL155622	31682
CHEMBL1503854	105737
CHEMBL1867936	86959
CHEMBL1616227	103870
CHEMBL1578828	112949
CHEMBL1773682	67844
CHEMBL1361347	95210
CHEMBL1713685	113254
CHEMBL1365313	109051
CHEMBL2354555	134952
CHEMBL237349	92028
CHEMBL535265	120985
CHEMBL1741437	86390
CHEMBL1520187	105903
CHEMBL1773616	68017
CHEMBL1710798	93617
CHEMBL2357210	99329
CHEMBL53384	51740
CHEMBL170190	67264
CHEMBL1610597	93003
CHEMBL2362298	117546
CHEMBL1519903	109579
CHEMBL140796	28853
CHEMBL3561520	106440
CHEMBL1455419	120023
CHEMBL2288781	145406
CHEMBL2359319	99490
CHEMBL1723642	109705
CHEMBL465208	9009
CHEMBL1738797	90936
CHEMBL2111186	135875
CHEMBL423707	17925
CHEMBL1417631	115556
CHEMBL2110825	135977
CHEMBL218613	70246
CHEMBL1375005	115555
CHEMBL1352633	111206
CHEMBL2104664	135828
CHEMBL1201345	75275
CHEMBL1619724	104027
CHEMBL254760	91393
CHEMBL1375507	121649
CHEMBL1086580	62878
CHEMBL500324	9723
CHEMBL1760597	55501
CHEMBL778	4466
CHEMBL1469462	107058
CHEMBL8087	59111
CHEMBL1200755	59223
CHEMBL1428465	114747
CHEMBL1811993	69739
CHEMBL1349399	116310
CHEMBL1454958	116909
CHEMBL1234781	44588
CHEMBL1510242	122155
CHEMBL601587	84407
CHEMBL1200828	59693
CHEMBL1095607	135612
CHEMBL3186630	53616
CHEMBL1198021	61337
CHEMBL3349607	72312
CHEMBL1509293	116954
CHEMBL1387594	108211
CHEMBL1926831	69172
CHEMBL2107825	90926
CHEMBL3989444	10001
CHEMBL1088938	59063
CHEMBL3247426	17308
CHEMBL1399768	120774
CHEMBL1200621	53749
CHEMBL1528914	115450
CHEMBL1229953	61609
CHEMBL3137317	90864
CHEMBL1200946	7467
CHEMBL3187782	116071
CHEMBL253121	521021
CHEMBL1390729	114994
CHEMBL1492213	117019
CHEMBL2106743	31629
CHEMBL3934066	119473
CHEMBL2362290	126955
CHEMBL1797764	67635
CHEMBL1588326	121788
CHEMBL243186	28508
CHEMBL1527043	105044
CHEMBL3560201	129579
CHEMBL3186904	38902
CHEMBL1201764	135920
CHEMBL1871691	84261
CHEMBL1651030	70455
CHEMBL1179357	94430
CHEMBL1577393	105465
CHEMBL2314661	3579
CHEMBL2362635	99202
CHEMBL307302	27676
CHEMBL1320426	114921
CHEMBL1907098	39231
CHEMBL372283	421843
CHEMBL2104931	93130
CHEMBL2133606	8939
CHEMBL1462353	105261
CHEMBL1439332	15977
CHEMBL2360663	100978
CHEMBL3185330	82221
CHEMBL2132546	106359
CHEMBL77562	46032
CHEMBL3560770	124019
CHEMBL1374751	91807
CHEMBL13470	109556
CHEMBL468759	34908
CHEMBL1550962	123362
CHEMBL3707330	90911
CHEMBL343822	93560
CHEMBL138649	34472
CHEMBL1182259	134213
CHEMBL1812330	68212
CHEMBL1371156	92321
CHEMBL93385	38944
CHEMBL1325783	28852
CHEMBL2362352	97954
CHEMBL1697772	27831
CHEMBL1334340	116199
CHEMBL2142653	96544
CHEMBL1927835	69717
CHEMBL2145254	75703
CHEMBL230001	40909
CHEMBL1873309	92797
CHEMBL1742172	64852
CHEMBL561363	65724
CHEMBL487989	542606
CHEMBL485056	79493
CHEMBL963	7865
CHEMBL1411136	115659
CHEMBL1699	64323
CHEMBL69863	28814
CHEMBL352531	82504
CHEMBL1172562	67785
CHEMBL1450241	92702
CHEMBL573336	81162
CHEMBL1487307	116851
CHEMBL2133853	112654
CHEMBL2355581	97808
CHEMBL1408346	114450
CHEMBL289277	42223
CHEMBL1312122	115635
CHEMBL1384658	105599
CHEMBL2165401	14027
CHEMBL6993	85558
CHEMBL1727326	92071
CHEMBL3560378	102851
CHEMBL1697686	135049
CHEMBL195380	92555
CHEMBL63130	145803
CHEMBL2059712	81104
CHEMBL335280	23683
CHEMBL2103774	32223
CHEMBL488176	64511
CHEMBL1582394	116558
CHEMBL225304	40618
CHEMBL2007831	87672
CHEMBL1463132	109203
CHEMBL144888	44052
CHEMBL1385560	18882
CHEMBL568	7823
CHEMBL1208309	43043
CHEMBL406923	131594
CHEMBL493287	47977
CHEMBL1443934	117201
CHEMBL407717	28952
CHEMBL1365909	109408
CHEMBL224262	34392
CHEMBL242963	29476
CHEMBL1370093	108545
CHEMBL1526649	94504
CHEMBL431367	48558
CHEMBL1534801	114482
CHEMBL2356746	131006
CHEMBL485952	69130
CHEMBL1350624	114634
CHEMBL2362693	31800
CHEMBL2105717	72317
CHEMBL286976	145517
CHEMBL342696	34317
CHEMBL1522669	105231
CHEMBL1549546	109724
CHEMBL1797781	67641
CHEMBL109095	28520
CHEMBL2104306	135383
CHEMBL30	3699
CHEMBL121316	73733
CHEMBL609695	35422
CHEMBL1875148	92192
CHEMBL455982	137773
CHEMBL1609573	93867
CHEMBL1699156	93320
CHEMBL1527378	92440
CHEMBL346119	136609
CHEMBL1309291	107757
CHEMBL1231084	47220
CHEMBL1998462	8770
CHEMBL1621338	103957
CHEMBL1407919	93494
CHEMBL1428368	123625
CHEMBL1749	64734
CHEMBL2360506	95404
CHEMBL891	49566
CHEMBL1439984	105834
CHEMBL1380112	105172
CHEMBL1724535	92580
CHEMBL24077	125624
CHEMBL24077	131800
CHEMBL1384115	111339
CHEMBL3188522	123961
CHEMBL2105613	4667
CHEMBL3275653	145802
CHEMBL1539759	105287
CHEMBL191625	14750
CHEMBL104943	16000
CHEMBL1546483	115630
CHEMBL1604353	107768
CHEMBL1241590	87185
CHEMBL350221	58266
CHEMBL350221	17780
CHEMBL1876082	82525
CHEMBL1396351	93169
CHEMBL24646	32003
CHEMBL1323944	92388
CHEMBL279109	82572
CHEMBL1406668	92900
CHEMBL593252	52295
CHEMBL1491852	105894
CHEMBL252913	9971
CHEMBL1161699	48854
CHEMBL1566737	107053
CHEMBL3800623	49146
CHEMBL1546725	119813
CHEMBL2356652	99110
CHEMBL1536842	116961
CHEMBL14377	34202
CHEMBL1311576	112679
CHEMBL3589099	76100
CHEMBL270190	135686
CHEMBL88311	34900
CHEMBL457547	600520
CHEMBL876	6711
CHEMBL827	51860
CHEMBL1321262	112677
CHEMBL1471531	107774
CHEMBL1823027	69219
CHEMBL303933	91231
CHEMBL464006	7005
CHEMBL494252	66263
CHEMBL228082	5373
CHEMBL1417277	115680
CHEMBL1229211	76010
CHEMBL17594	37487
CHEMBL1582	34838
CHEMBL1201322	94514
CHEMBL116838	28826
CHEMBL1462160	114567
CHEMBL1883000	107261
CHEMBL2357745	94940
CHEMBL33864	16494
CHEMBL2288019	83393
CHEMBL2143203	128169
CHEMBL2132607	95715
CHEMBL1377927	28683
CHEMBL91090	74326
CHEMBL1484270	121296
CHEMBL1570266	82106
CHEMBL3183502	38957
CHEMBL1863988	93094
CHEMBL1524294	109114
CHEMBL265925	79913
CHEMBL1161685	24928
CHEMBL370688	87607
CHEMBL1968714	50089
CHEMBL1443413	138785
CHEMBL174067	67235
CHEMBL2289230	73235
CHEMBL2338331	30889
CHEMBL451721	34154
CHEMBL1330627	123386
CHEMBL63354	2631
CHEMBL1874227	93439
CHEMBL274844	92323
CHEMBL1361784	82430
CHEMBL1618272	27413
CHEMBL3039425	16441
CHEMBL1456266	105891
CHEMBL1968526	112479
CHEMBL1549091	114390
CHEMBL1716845	92980
CHEMBL1526061	115640
CHEMBL607537	28126
CHEMBL1579361	121977
CHEMBL464581	5730
CHEMBL224392	76023
CHEMBL1235541	45223
CHEMBL1689287	70034
CHEMBL2002365	9189
CHEMBL761	93363
CHEMBL1192519	88200
CHEMBL1344962	121515
CHEMBL1588851	114435
CHEMBL1453279	105527
CHEMBL13859	78339
CHEMBL1432276	105328
CHEMBL405862	7569
CHEMBL1669182	70175
CHEMBL2104476	135166
CHEMBL1322145	107677
CHEMBL603469	91471
CHEMBL1736928	105524
CHEMBL191528	28184
CHEMBL2138233	98762
CHEMBL1354096	92703
CHEMBL1422840	107208
CHEMBL485268	64534
CHEMBL120206	27017
CHEMBL1530499	121554
CHEMBL1402215	121722
CHEMBL1305833	112812
CHEMBL1505130	104994
CHEMBL1201290	26216
CHEMBL1587218	105418
CHEMBL1373690	115489
CHEMBL1641973	70309
CHEMBL1726592	92635
CHEMBL1834808	69548
CHEMBL1722927	93328
CHEMBL1743207	78878
CHEMBL1612291	116529
CHEMBL650	6888
CHEMBL1784744	67745
CHEMBL485272	65713
CHEMBL2106467	134947
CHEMBL1468236	121479
CHEMBL1449104	105512
CHEMBL2134381	111780
CHEMBL3188826	30664
CHEMBL1454980	121027
CHEMBL222645	5098
CHEMBL1546813	105114
CHEMBL1498136	108128
CHEMBL1541505	82062
CHEMBL1339445	108073
CHEMBL19236	7009
CHEMBL1310701	106041
CHEMBL2134992	113313
CHEMBL1417888	107970
CHEMBL1801947	67578
CHEMBL288040	2365
CHEMBL1865311	124382
CHEMBL1235482	64276
CHEMBL1201293	51041
CHEMBL3183631	114038
CHEMBL1313236	120497
CHEMBL2009502	18257
CHEMBL396460	80266
CHEMBL1823117	69479
CHEMBL1467153	109187
CHEMBL1711280	36805
CHEMBL1406203	111439
CHEMBL1408561	112948
CHEMBL226414	27394
CHEMBL1613515	112719
CHEMBL1330792	135135
CHEMBL2106667	31201
CHEMBL345524	135841
CHEMBL3560054	95911
CHEMBL1308921	112845
CHEMBL34869	80470
CHEMBL1380147	107567
CHEMBL1892508	82026
CHEMBL1432528	105660
CHEMBL479325	87804
CHEMBL1542330	105056
CHEMBL1795986	67422
CHEMBL1348010	109177
CHEMBL1884699	93129
CHEMBL1201887	31567
CHEMBL1373179	121250
CHEMBL503913	81208
CHEMBL2105395	73275
CHEMBL1410344	107307
CHEMBL357452	47617
CHEMBL1237124	135772
CHEMBL1308592	113116
CHEMBL1797779	67639
CHEMBL3188602	96272
CHEMBL2251450	7554
CHEMBL2359735	117950
CHEMBL1952257	53177
CHEMBL451226	16348
CHEMBL1201234	6755
CHEMBL1608732	105216
CHEMBL1988221	69826
CHEMBL1555126	31761
CHEMBL1323098	121605
CHEMBL1528203	108135
CHEMBL1522712	108461
CHEMBL1488998	123360
CHEMBL1214432	9911
CHEMBL1323547	115500
CHEMBL520733	131158
CHEMBL2322655	3715
CHEMBL1571529	109155
CHEMBL1258	3388
CHEMBL112302	48843
CHEMBL1357910	109474
CHEMBL192899	134281
CHEMBL1269081	70631
CHEMBL1539742	108254
CHEMBL1801793	67759
CHEMBL2104714	135181
CHEMBL325372	31835
CHEMBL1515648	93747
CHEMBL1412295	120936
CHEMBL486400	69579
CHEMBL489270	65803
CHEMBL348687	4623
CHEMBL857	15956
CHEMBL3437595	2507
CHEMBL31410	92122
CHEMBL1200437	27502
CHEMBL3138728	78242
CHEMBL508494	4324
CHEMBL1200461	31847
CHEMBL1301299	120930
CHEMBL32227	35052
CHEMBL1543703	123299
CHEMBL501924	80064
CHEMBL572203	59038
CHEMBL1367598	105588
CHEMBL1404457	107029
CHEMBL2103886	32093
CHEMBL177126	141136
CHEMBL888	175901
CHEMBL1946186	50189
CHEMBL830	41948
CHEMBL1229264	50657
CHEMBL1569668	109529
CHEMBL121229	34488
CHEMBL113650	34701
CHEMBL3188898	63449
CHEMBL1509550	115024
CHEMBL1377491	107377
CHEMBL14690	64177
CHEMBL416081	34611
CHEMBL1444197	112423
CHEMBL1783470	67333
CHEMBL1537660	107962
CHEMBL101263	262350
CHEMBL3184330	52093
CHEMBL1090090	94489
CHEMBL3250347	79831
CHEMBL1332277	108410
CHEMBL1310489	107172
CHEMBL1491431	114914
CHEMBL1550109	105944
CHEMBL388978	15738
CHEMBL486214	46477
CHEMBL907	74125
CHEMBL1440683	119862
CHEMBL430853	8773
CHEMBL764	81386
CHEMBL1486465	53700
CHEMBL2048028	133023
CHEMBL136151	81524
CHEMBL1365540	107577
CHEMBL286013	38649
CHEMBL1765595	67800
CHEMBL1928045	69645
CHEMBL1491814	121874
CHEMBL1201319	6794
CHEMBL440	9536
CHEMBL1876826	141551
CHEMBL2407182	28820
CHEMBL551783	93005
CHEMBL463659	131580
CHEMBL2132717	128646
CHEMBL599903	65799
CHEMBL1592630	27562
CHEMBL1555138	93330
CHEMBL2103763	2991
CHEMBL1446506	92983
CHEMBL3184090	78002
CHEMBL1584314	105094
CHEMBL488025	64212
CHEMBL2260720	84279
CHEMBL87045	135083
CHEMBL1401044	116740
CHEMBL2387006	71560
CHEMBL1619974	103968
CHEMBL2007888	90181
CHEMBL325916	33067
CHEMBL1689082	69952
CHEMBL1880767	82111
CHEMBL4166590	69480
CHEMBL490533	16592
