geneID	reactionID
ENSG00000161533	R_HMR_3360
ENSG00000084754	R_HMR_3361
ENSG00000113790	R_HMR_3361
ENSG00000167969	R_HMR_3361
ENSG00000198721	R_HMR_3361
ENSG00000060971	R_HMR_3362
ENSG00000113790	R_HMR_3362
ENSG00000133835	R_HMR_3362
ENSG00000060971	R_HMR_3363
ENSG00000167306	R_HMR_3363
ENSG00000072778	R_HMR_3218
ENSG00000115361	R_HMR_3218
ENSG00000117054	R_HMR_3218
ENSG00000177646	R_HMR_3218
ENSG00000084754	R_HMR_3219
ENSG00000113790	R_HMR_3219
ENSG00000127884	R_HMR_3219
ENSG00000072506	R_HMR_3220
ENSG00000084754	R_HMR_3220
ENSG00000138796	R_HMR_3220
ENSG00000084754	R_HMR_3221
ENSG00000138029	R_HMR_3221
ENSG00000167315	R_HMR_3221
ENSG00000072778	R_HMR_3222
ENSG00000115361	R_HMR_3222
ENSG00000117054	R_HMR_3222
ENSG00000177646	R_HMR_3222
ENSG00000084754	R_HMR_3223
ENSG00000113790	R_HMR_3223
ENSG00000127884	R_HMR_3223
ENSG00000072506	R_HMR_3224
ENSG00000084754	R_HMR_3224
ENSG00000138796	R_HMR_3224
ENSG00000084754	R_HMR_3225
ENSG00000138029	R_HMR_3225
ENSG00000167315	R_HMR_3225
ENSG00000072778	R_HMR_3226
ENSG00000115361	R_HMR_3226
ENSG00000117054	R_HMR_3226
ENSG00000177646	R_HMR_3226
ENSG00000084754	R_HMR_3227
ENSG00000113790	R_HMR_3227
ENSG00000127884	R_HMR_3227
ENSG00000072506	R_HMR_3228
ENSG00000084754	R_HMR_3228
ENSG00000138796	R_HMR_3228
ENSG00000084754	R_HMR_3229
ENSG00000138029	R_HMR_3229
ENSG00000167315	R_HMR_3229
ENSG00000072778	R_HMR_3230
ENSG00000115361	R_HMR_3230
ENSG00000117054	R_HMR_3230
ENSG00000177646	R_HMR_3230
ENSG00000084754	R_HMR_3231
ENSG00000113790	R_HMR_3231
ENSG00000127884	R_HMR_3231
ENSG00000072506	R_HMR_3232
ENSG00000084754	R_HMR_3232
ENSG00000138796	R_HMR_3232
ENSG00000084754	R_HMR_3233
ENSG00000138029	R_HMR_3233
ENSG00000167315	R_HMR_3233
ENSG00000072778	R_HMR_3234
ENSG00000115361	R_HMR_3234
ENSG00000117054	R_HMR_3234
ENSG00000177646	R_HMR_3234
ENSG00000084754	R_HMR_3235
ENSG00000113790	R_HMR_3235
ENSG00000127884	R_HMR_3235
ENSG00000072506	R_HMR_3236
ENSG00000084754	R_HMR_3236
ENSG00000138796	R_HMR_3236
ENSG00000084754	R_HMR_3237
ENSG00000138029	R_HMR_3237
ENSG00000167315	R_HMR_3237
ENSG00000104823	R_HMR_3239
ENSG00000167969	R_HMR_3239
ENSG00000198721	R_HMR_3239
ENSG00000072778	R_HMR_3275
ENSG00000115361	R_HMR_3275
ENSG00000117054	R_HMR_3275
ENSG00000177646	R_HMR_3275
ENSG00000084754	R_HMR_3277
ENSG00000113790	R_HMR_3277
ENSG00000127884	R_HMR_3277
ENSG00000072506	R_HMR_3278
ENSG00000084754	R_HMR_3278
ENSG00000138796	R_HMR_3278
ENSG00000084754	R_HMR_3279
ENSG00000138029	R_HMR_3279
ENSG00000167315	R_HMR_3279
ENSG00000072778	R_HMR_3280
ENSG00000115361	R_HMR_3280
ENSG00000117054	R_HMR_3280
ENSG00000177646	R_HMR_3280
ENSG00000084754	R_HMR_3281
ENSG00000113790	R_HMR_3281
ENSG00000127884	R_HMR_3281
ENSG00000072506	R_HMR_3282
ENSG00000084754	R_HMR_3282
ENSG00000138796	R_HMR_3282
ENSG00000084754	R_HMR_3283
ENSG00000138029	R_HMR_3283
ENSG00000167315	R_HMR_3283
ENSG00000072778	R_HMR_3284
ENSG00000115361	R_HMR_3284
ENSG00000117054	R_HMR_3284
ENSG00000177646	R_HMR_3284
ENSG00000084754	R_HMR_3285
ENSG00000113790	R_HMR_3285
ENSG00000127884	R_HMR_3285
ENSG00000072506	R_HMR_3286
ENSG00000084754	R_HMR_3286
ENSG00000138796	R_HMR_3286
ENSG00000084754	R_HMR_3287
ENSG00000138029	R_HMR_3287
ENSG00000167315	R_HMR_3287
ENSG00000104823	R_HMR_3288
ENSG00000167969	R_HMR_3288
ENSG00000198721	R_HMR_3288
ENSG00000113790	R_HMR_3288
ENSG00000084754	R_HMR_3290
ENSG00000113790	R_HMR_3290
ENSG00000127884	R_HMR_3290
ENSG00000072506	R_HMR_3292
ENSG00000084754	R_HMR_3292
ENSG00000138796	R_HMR_3292
ENSG00000084754	R_HMR_3293
ENSG00000138029	R_HMR_3293
ENSG00000167315	R_HMR_3293
ENSG00000072778	R_HMR_3294
ENSG00000115361	R_HMR_3294
ENSG00000117054	R_HMR_3294
ENSG00000177646	R_HMR_3294
ENSG00000104325	R_HMR_3296
ENSG00000242612	R_HMR_3296
ENSG00000167969	R_HMR_3298
ENSG00000198721	R_HMR_3298
ENSG00000084754	R_HMR_1174
ENSG00000138029	R_HMR_1174
ENSG00000167315	R_HMR_1174
ENSG00000087008	R_HMR_1175
ENSG00000161533	R_HMR_1175
ENSG00000104325	R_HMR_1176
ENSG00000242612	R_HMR_1176
ENSG00000084754	R_HMR_1177
ENSG00000113790	R_HMR_1177
ENSG00000127884	R_HMR_1177
ENSG00000072506	R_HMR_1178
ENSG00000084754	R_HMR_1178
ENSG00000138796	R_HMR_1178
ENSG00000084754	R_HMR_1179
ENSG00000138029	R_HMR_1179
ENSG00000167315	R_HMR_1179
ENSG00000087008	R_HMR_1180
ENSG00000161533	R_HMR_1180
ENSG00000104325	R_HMR_1181
ENSG00000242612	R_HMR_1181
ENSG00000084754	R_HMR_1182
ENSG00000113790	R_HMR_1182
ENSG00000127884	R_HMR_1182
ENSG00000072506	R_HMR_1183
ENSG00000084754	R_HMR_1183
ENSG00000138796	R_HMR_1183
ENSG00000084754	R_HMR_1184
ENSG00000138029	R_HMR_1184
ENSG00000167315	R_HMR_1184
ENSG00000084754	R_HMR_1216
ENSG00000138029	R_HMR_1216
ENSG00000167315	R_HMR_1216
ENSG00000087008	R_HMR_1217
ENSG00000161533	R_HMR_1217
ENSG00000104325	R_HMR_1218
ENSG00000242612	R_HMR_1218
ENSG00000084754	R_HMR_1219
ENSG00000113790	R_HMR_1219
ENSG00000127884	R_HMR_1219
ENSG00000072506	R_HMR_1220
ENSG00000084754	R_HMR_1220
ENSG00000138796	R_HMR_1220
ENSG00000084754	R_HMR_1221
ENSG00000138029	R_HMR_1221
ENSG00000167315	R_HMR_1221
ENSG00000104325	R_HMR_1222
ENSG00000242612	R_HMR_1222
ENSG00000087008	R_HMR_1223
ENSG00000161533	R_HMR_1223
ENSG00000084754	R_HMR_1224
ENSG00000113790	R_HMR_1224
ENSG00000127884	R_HMR_1224
ENSG00000072506	R_HMR_1225
ENSG00000084754	R_HMR_1225
ENSG00000138796	R_HMR_1225
ENSG00000084754	R_HMR_1226
ENSG00000138029	R_HMR_1226
ENSG00000167315	R_HMR_1226
ENSG00000115361	R_HMR_3522
ENSG00000117054	R_HMR_3522
ENSG00000084754	R_HMR_3523
ENSG00000113790	R_HMR_3523
ENSG00000127884	R_HMR_3523
ENSG00000072506	R_HMR_3524
ENSG00000084754	R_HMR_3524
ENSG00000138796	R_HMR_3524
ENSG00000084754	R_HMR_3525
ENSG00000138029	R_HMR_3525
ENSG00000167315	R_HMR_3525
ENSG00000115361	R_HMR_3527
ENSG00000117054	R_HMR_3527
ENSG00000084754	R_HMR_3528
ENSG00000113790	R_HMR_3528
ENSG00000127884	R_HMR_3528
ENSG00000072506	R_HMR_3529
ENSG00000084754	R_HMR_3529
ENSG00000138796	R_HMR_3529
ENSG00000084754	R_HMR_3530
ENSG00000138029	R_HMR_3530
ENSG00000167315	R_HMR_3530
ENSG00000115361	R_HMR_3531
ENSG00000117054	R_HMR_3531
ENSG00000084754	R_HMR_3532
ENSG00000113790	R_HMR_3532
ENSG00000127884	R_HMR_3532
ENSG00000072506	R_HMR_3533
ENSG00000084754	R_HMR_3533
ENSG00000138796	R_HMR_3533
ENSG00000084754	R_HMR_3534
ENSG00000138029	R_HMR_3534
ENSG00000167315	R_HMR_3534
ENSG00000148459	R_HMR_6901
ENSG00000164494	R_HMR_6901
ENSG00000125954	R_HMR_7166
ENSG00000060971	R_HMR_1644
ENSG00000113790	R_HMR_1644
ENSG00000133835	R_HMR_1644
ENSG00000072506	R_HMR_1651
ENSG00000084754	R_HMR_1651
ENSG00000138796	R_HMR_1651
ENSG00000084090	R_HMR_1924
ENSG00000130052	R_HMR_1924
ENSG00000133121	R_HMR_1924
ENSG00000147465	R_HMR_1924
ENSG00000159433	R_HMR_1924
ENSG00000164211	R_HMR_1924
ENSG00000172345	R_HMR_1924
ENSG00000174448	R_HMR_1924
ENSG00000214530	R_HMR_1924
ENSG00000119723	R_HMR_1927
ENSG00000130649	R_HMR_1927
ENSG00000145476	R_HMR_1927
ENSG00000085662	R_HMR_1931
ENSG00000198074	R_HMR_1931
ENSG00000203857	R_HMR_1941
ENSG00000203859	R_HMR_1941
ENSG00000160882	R_HMR_1942
ENSG00000179142	R_HMR_1942
ENSG00000203857	R_HMR_1949
ENSG00000203859	R_HMR_1949
ENSG00000160882	R_HMR_1950
ENSG00000179142	R_HMR_1950
ENSG00000203857	R_HMR_1951
ENSG00000203859	R_HMR_1951
ENSG00000160882	R_HMR_1989
ENSG00000179142	R_HMR_1989
ENSG00000160882	R_HMR_1993
ENSG00000179142	R_HMR_1993
ENSG00000128039	R_HMR_2002
ENSG00000145545	R_HMR_2002
ENSG00000277893	R_HMR_2002
ENSG00000151632	R_HMR_2003
ENSG00000187134	R_HMR_2003
ENSG00000196139	R_HMR_2003
ENSG00000198610	R_HMR_2003
ENSG00000160882	R_HMR_2009
ENSG00000179142	R_HMR_2009
ENSG00000109181	R_HMR_4766
ENSG00000135220	R_HMR_4766
ENSG00000135226	R_HMR_4766
ENSG00000145626	R_HMR_4766
ENSG00000156096	R_HMR_4766
ENSG00000167165	R_HMR_4766
ENSG00000168671	R_HMR_4766
ENSG00000171234	R_HMR_4766
ENSG00000173610	R_HMR_4766
ENSG00000196620	R_HMR_4766
ENSG00000197888	R_HMR_4766
ENSG00000213759	R_HMR_4766
ENSG00000240224	R_HMR_4766
ENSG00000241119	R_HMR_4766
ENSG00000241635	R_HMR_4766
ENSG00000242366	R_HMR_4766
ENSG00000242515	R_HMR_4766
ENSG00000243135	R_HMR_4766
ENSG00000244122	R_HMR_4766
ENSG00000244474	R_HMR_4766
ENSG00000109181	R_HMR_7648
ENSG00000135220	R_HMR_7648
ENSG00000135226	R_HMR_7648
ENSG00000145626	R_HMR_7648
ENSG00000156096	R_HMR_7648
ENSG00000167165	R_HMR_7648
ENSG00000168671	R_HMR_7648
ENSG00000171234	R_HMR_7648
ENSG00000173610	R_HMR_7648
ENSG00000196620	R_HMR_7648
ENSG00000197888	R_HMR_7648
ENSG00000213759	R_HMR_7648
ENSG00000240224	R_HMR_7648
ENSG00000241119	R_HMR_7648
ENSG00000241635	R_HMR_7648
ENSG00000242366	R_HMR_7648
ENSG00000242515	R_HMR_7648
ENSG00000243135	R_HMR_7648
ENSG00000244122	R_HMR_7648
ENSG00000244474	R_HMR_7648
ENSG00000203857	R_HMR_7930
ENSG00000203859	R_HMR_7930
ENSG00000203857	R_HMR_7931
ENSG00000203859	R_HMR_7931
ENSG00000203857	R_HMR_7939
ENSG00000203859	R_HMR_7939
ENSG00000021461	R_HMR_7940
ENSG00000100197	R_HMR_7940
ENSG00000106258	R_HMR_7940
ENSG00000108242	R_HMR_7940
ENSG00000130649	R_HMR_7940
ENSG00000134716	R_HMR_7940
ENSG00000137869	R_HMR_7940
ENSG00000138061	R_HMR_7940
ENSG00000138109	R_HMR_7940
ENSG00000138115	R_HMR_7940
ENSG00000140465	R_HMR_7940
ENSG00000140505	R_HMR_7940
ENSG00000142973	R_HMR_7940
ENSG00000155016	R_HMR_7940
ENSG00000160868	R_HMR_7940
ENSG00000160870	R_HMR_7940
ENSG00000167600	R_HMR_7940
ENSG00000171903	R_HMR_7940
ENSG00000186160	R_HMR_7940
ENSG00000186204	R_HMR_7940
ENSG00000186377	R_HMR_7940
ENSG00000186526	R_HMR_7940
ENSG00000197408	R_HMR_7940
ENSG00000197446	R_HMR_7940
ENSG00000197838	R_HMR_7940
ENSG00000198077	R_HMR_7940
ENSG00000255974	R_HMR_7940
ENSG00000282301	R_HMR_7940
ENSG00000021461	R_HMR_7941
ENSG00000100197	R_HMR_7941
ENSG00000106258	R_HMR_7941
ENSG00000108242	R_HMR_7941
ENSG00000130649	R_HMR_7941
ENSG00000134716	R_HMR_7941
ENSG00000137869	R_HMR_7941
ENSG00000138061	R_HMR_7941
ENSG00000138109	R_HMR_7941
ENSG00000138115	R_HMR_7941
ENSG00000140465	R_HMR_7941
ENSG00000140505	R_HMR_7941
ENSG00000142973	R_HMR_7941
ENSG00000155016	R_HMR_7941
ENSG00000160868	R_HMR_7941
ENSG00000160870	R_HMR_7941
ENSG00000167600	R_HMR_7941
ENSG00000171903	R_HMR_7941
ENSG00000186160	R_HMR_7941
ENSG00000186204	R_HMR_7941
ENSG00000186377	R_HMR_7941
ENSG00000186526	R_HMR_7941
ENSG00000197408	R_HMR_7941
ENSG00000197446	R_HMR_7941
ENSG00000197838	R_HMR_7941
ENSG00000198077	R_HMR_7941
ENSG00000255974	R_HMR_7941
ENSG00000282301	R_HMR_7941
ENSG00000203857	R_HMR_7954
ENSG00000203859	R_HMR_7954
ENSG00000025423	R_HMR_7955
ENSG00000086696	R_HMR_7955
ENSG00000204228	R_HMR_7955
ENSG00000021461	R_HMR_7957
ENSG00000100197	R_HMR_7957
ENSG00000106258	R_HMR_7957
ENSG00000108242	R_HMR_7957
ENSG00000130649	R_HMR_7957
ENSG00000134716	R_HMR_7957
ENSG00000137869	R_HMR_7957
ENSG00000138061	R_HMR_7957
ENSG00000138109	R_HMR_7957
ENSG00000138115	R_HMR_7957
ENSG00000140465	R_HMR_7957
ENSG00000140505	R_HMR_7957
ENSG00000142973	R_HMR_7957
ENSG00000155016	R_HMR_7957
ENSG00000160868	R_HMR_7957
ENSG00000160870	R_HMR_7957
ENSG00000165841	R_HMR_7957
ENSG00000167600	R_HMR_7957
ENSG00000171903	R_HMR_7957
ENSG00000186160	R_HMR_7957
ENSG00000186204	R_HMR_7957
ENSG00000186377	R_HMR_7957
ENSG00000186526	R_HMR_7957
ENSG00000197408	R_HMR_7957
ENSG00000197446	R_HMR_7957
ENSG00000197838	R_HMR_7957
ENSG00000198077	R_HMR_7957
ENSG00000255974	R_HMR_7957
ENSG00000282301	R_HMR_7957
ENSG00000160870	R_HMR_7958
ENSG00000282301	R_HMR_7958
ENSG00000135226	R_HMR_7959
ENSG00000171234	R_HMR_7959
ENSG00000197888	R_HMR_7959
ENSG00000241635	R_HMR_7959
ENSG00000242366	R_HMR_7959
ENSG00000242515	R_HMR_7959
ENSG00000241635	R_HMR_7962
ENSG00000242366	R_HMR_7962
ENSG00000242515	R_HMR_7962
ENSG00000135226	R_HMR_7965
ENSG00000171234	R_HMR_7965
ENSG00000197888	R_HMR_7965
ENSG00000241635	R_HMR_7965
ENSG00000242366	R_HMR_7965
ENSG00000242515	R_HMR_7965
ENSG00000025423	R_HMR_7968
ENSG00000086696	R_HMR_7968
ENSG00000108786	R_HMR_7968
ENSG00000132196	R_HMR_7968
ENSG00000149084	R_HMR_7968
ENSG00000198189	R_HMR_7968
ENSG00000204228	R_HMR_7968
ENSG00000025423	R_HMR_2041
ENSG00000086696	R_HMR_2041
ENSG00000108786	R_HMR_2041
ENSG00000132196	R_HMR_2041
ENSG00000149084	R_HMR_2041
ENSG00000198189	R_HMR_2041
ENSG00000204228	R_HMR_2041
ENSG00000203857	R_HMR_7971
ENSG00000203859	R_HMR_7971
ENSG00000203857	R_HMR_7972
ENSG00000203859	R_HMR_7972
ENSG00000203857	R_HMR_7973
ENSG00000203859	R_HMR_7973
ENSG00000241635	R_HMR_7980
ENSG00000242366	R_HMR_7980
ENSG00000242515	R_HMR_7980
ENSG00000135226	R_HMR_7984
ENSG00000156096	R_HMR_7984
ENSG00000241635	R_HMR_7984
ENSG00000242366	R_HMR_7984
ENSG00000242515	R_HMR_7984
ENSG00000135226	R_HMR_7987
ENSG00000156096	R_HMR_7987
ENSG00000241635	R_HMR_7987
ENSG00000242366	R_HMR_7987
ENSG00000242515	R_HMR_7987
ENSG00000148795	R_HMR_1959
ENSG00000197580	R_HMR_1959
ENSG00000148795	R_HMR_1960
ENSG00000197580	R_HMR_1960
ENSG00000203857	R_HMR_1967
ENSG00000203859	R_HMR_1967
ENSG00000203857	R_HMR_1968
ENSG00000203859	R_HMR_1968
ENSG00000203857	R_HMR_1970
ENSG00000203859	R_HMR_1970
ENSG00000203857	R_HMR_1971
ENSG00000203859	R_HMR_1971
ENSG00000025423	R_HMR_1973
ENSG00000086696	R_HMR_1973
ENSG00000108786	R_HMR_1973
ENSG00000130948	R_HMR_1973
ENSG00000132196	R_HMR_1973
ENSG00000149084	R_HMR_1973
ENSG00000196139	R_HMR_1973
ENSG00000198189	R_HMR_1973
ENSG00000204228	R_HMR_1973
ENSG00000025423	R_HMR_1974
ENSG00000086696	R_HMR_1974
ENSG00000108786	R_HMR_1974
ENSG00000130948	R_HMR_1974
ENSG00000132196	R_HMR_1974
ENSG00000149084	R_HMR_1974
ENSG00000196139	R_HMR_1974
ENSG00000198189	R_HMR_1974
ENSG00000204228	R_HMR_1974
ENSG00000128039	R_HMR_1976
ENSG00000145545	R_HMR_1976
ENSG00000277893	R_HMR_1976
ENSG00000128039	R_HMR_1977
ENSG00000145545	R_HMR_1977
ENSG00000277893	R_HMR_1977
ENSG00000203857	R_HMR_1982
ENSG00000203859	R_HMR_1982
ENSG00000203857	R_HMR_1983
ENSG00000203859	R_HMR_1983
ENSG00000128039	R_HMR_2015
ENSG00000145545	R_HMR_2015
ENSG00000277893	R_HMR_2015
ENSG00000151632	R_HMR_2016
ENSG00000187134	R_HMR_2016
ENSG00000196139	R_HMR_2016
ENSG00000198610	R_HMR_2016
ENSG00000151632	R_HMR_2017
ENSG00000187134	R_HMR_2017
ENSG00000196139	R_HMR_2017
ENSG00000198610	R_HMR_2017
ENSG00000151632	R_HMR_2018
ENSG00000187134	R_HMR_2018
ENSG00000196139	R_HMR_2018
ENSG00000198610	R_HMR_2018
ENSG00000151632	R_HMR_2019
ENSG00000187134	R_HMR_2019
ENSG00000196139	R_HMR_2019
ENSG00000198610	R_HMR_2019
ENSG00000203857	R_HMR_2022
ENSG00000203859	R_HMR_2022
ENSG00000203857	R_HMR_2024
ENSG00000203859	R_HMR_2024
ENSG00000067064	R_HMR_1454
ENSG00000148377	R_HMR_1454
ENSG00000143815	R_HMR_1484
ENSG00000149809	R_HMR_1484
ENSG00000052802	R_HMR_1490
ENSG00000170271	R_HMR_1490
ENSG00000052802	R_HMR_1493
ENSG00000170271	R_HMR_1493
ENSG00000052802	R_HMR_1494
ENSG00000170271	R_HMR_1494
ENSG00000147383	R_HMR_1495
ENSG00000183305	R_HMR_1495
ENSG00000268606	R_HMR_1495
ENSG00000052802	R_HMR_1502
ENSG00000170271	R_HMR_1502
ENSG00000052802	R_HMR_1503
ENSG00000170271	R_HMR_1503
ENSG00000052802	R_HMR_1504
ENSG00000170271	R_HMR_1504
ENSG00000143815	R_HMR_1540
ENSG00000149809	R_HMR_1540
ENSG00000052802	R_HMR_1543
ENSG00000170271	R_HMR_1543
ENSG00000052802	R_HMR_1544
ENSG00000170271	R_HMR_1544
ENSG00000052802	R_HMR_1545
ENSG00000170271	R_HMR_1545
ENSG00000052802	R_HMR_1548
ENSG00000170271	R_HMR_1548
ENSG00000052802	R_HMR_1549
ENSG00000170271	R_HMR_1549
ENSG00000052802	R_HMR_1550
ENSG00000170271	R_HMR_1550
ENSG00000152904	R_HMR_1457
ENSG00000160752	R_HMR_1457
ENSG00000152904	R_HMR_1460
ENSG00000160752	R_HMR_1460
ENSG00000117305	R_HMR_1577
ENSG00000146151	R_HMR_1577
ENSG00000021461	R_HMR_2029
ENSG00000100197	R_HMR_2029
ENSG00000106258	R_HMR_2029
ENSG00000108242	R_HMR_2029
ENSG00000130649	R_HMR_2029
ENSG00000134716	R_HMR_2029
ENSG00000137869	R_HMR_2029
ENSG00000138061	R_HMR_2029
ENSG00000138109	R_HMR_2029
ENSG00000138115	R_HMR_2029
ENSG00000140465	R_HMR_2029
ENSG00000140505	R_HMR_2029
ENSG00000142973	R_HMR_2029
ENSG00000155016	R_HMR_2029
ENSG00000160868	R_HMR_2029
ENSG00000160870	R_HMR_2029
ENSG00000165841	R_HMR_2029
ENSG00000167600	R_HMR_2029
ENSG00000171903	R_HMR_2029
ENSG00000186160	R_HMR_2029
ENSG00000186204	R_HMR_2029
ENSG00000186377	R_HMR_2029
ENSG00000186526	R_HMR_2029
ENSG00000197408	R_HMR_2029
ENSG00000197446	R_HMR_2029
ENSG00000197838	R_HMR_2029
ENSG00000198077	R_HMR_2029
ENSG00000255974	R_HMR_2029
ENSG00000282301	R_HMR_2029
ENSG00000021461	R_HMR_2030
ENSG00000100197	R_HMR_2030
ENSG00000106258	R_HMR_2030
ENSG00000108242	R_HMR_2030
ENSG00000130649	R_HMR_2030
ENSG00000134716	R_HMR_2030
ENSG00000137869	R_HMR_2030
ENSG00000138061	R_HMR_2030
ENSG00000138109	R_HMR_2030
ENSG00000138115	R_HMR_2030
ENSG00000140465	R_HMR_2030
ENSG00000140505	R_HMR_2030
ENSG00000142973	R_HMR_2030
ENSG00000155016	R_HMR_2030
ENSG00000160868	R_HMR_2030
ENSG00000160870	R_HMR_2030
ENSG00000165841	R_HMR_2030
ENSG00000167600	R_HMR_2030
ENSG00000171903	R_HMR_2030
ENSG00000186160	R_HMR_2030
ENSG00000186204	R_HMR_2030
ENSG00000186377	R_HMR_2030
ENSG00000186526	R_HMR_2030
ENSG00000197408	R_HMR_2030
ENSG00000197446	R_HMR_2030
ENSG00000197838	R_HMR_2030
ENSG00000198077	R_HMR_2030
ENSG00000255974	R_HMR_2030
ENSG00000282301	R_HMR_2030
ENSG00000021461	R_HMR_2031
ENSG00000100197	R_HMR_2031
ENSG00000106258	R_HMR_2031
ENSG00000108242	R_HMR_2031
ENSG00000130649	R_HMR_2031
ENSG00000134716	R_HMR_2031
ENSG00000137869	R_HMR_2031
ENSG00000138061	R_HMR_2031
ENSG00000138109	R_HMR_2031
ENSG00000138115	R_HMR_2031
ENSG00000140465	R_HMR_2031
ENSG00000140505	R_HMR_2031
ENSG00000142973	R_HMR_2031
ENSG00000155016	R_HMR_2031
ENSG00000160868	R_HMR_2031
ENSG00000160870	R_HMR_2031
ENSG00000165841	R_HMR_2031
ENSG00000167600	R_HMR_2031
ENSG00000171903	R_HMR_2031
ENSG00000186160	R_HMR_2031
ENSG00000186204	R_HMR_2031
ENSG00000186377	R_HMR_2031
ENSG00000186526	R_HMR_2031
ENSG00000197408	R_HMR_2031
ENSG00000197446	R_HMR_2031
ENSG00000197838	R_HMR_2031
ENSG00000198077	R_HMR_2031
ENSG00000255974	R_HMR_2031
ENSG00000282301	R_HMR_2031
ENSG00000021461	R_HMR_2032
ENSG00000100197	R_HMR_2032
ENSG00000106258	R_HMR_2032
ENSG00000108242	R_HMR_2032
ENSG00000130649	R_HMR_2032
ENSG00000134716	R_HMR_2032
ENSG00000137869	R_HMR_2032
ENSG00000138061	R_HMR_2032
ENSG00000138109	R_HMR_2032
ENSG00000138115	R_HMR_2032
ENSG00000140465	R_HMR_2032
ENSG00000140505	R_HMR_2032
ENSG00000142973	R_HMR_2032
ENSG00000155016	R_HMR_2032
ENSG00000160868	R_HMR_2032
ENSG00000160870	R_HMR_2032
ENSG00000165841	R_HMR_2032
ENSG00000167600	R_HMR_2032
ENSG00000171903	R_HMR_2032
ENSG00000186160	R_HMR_2032
ENSG00000186204	R_HMR_2032
ENSG00000186377	R_HMR_2032
ENSG00000186526	R_HMR_2032
ENSG00000197408	R_HMR_2032
ENSG00000197446	R_HMR_2032
ENSG00000197838	R_HMR_2032
ENSG00000198077	R_HMR_2032
ENSG00000255974	R_HMR_2032
ENSG00000282301	R_HMR_2032
ENSG00000021461	R_HMR_2033
ENSG00000100197	R_HMR_2033
ENSG00000106258	R_HMR_2033
ENSG00000108242	R_HMR_2033
ENSG00000130649	R_HMR_2033
ENSG00000134716	R_HMR_2033
ENSG00000137869	R_HMR_2033
ENSG00000138061	R_HMR_2033
ENSG00000138109	R_HMR_2033
ENSG00000138115	R_HMR_2033
ENSG00000140465	R_HMR_2033
ENSG00000140505	R_HMR_2033
ENSG00000142973	R_HMR_2033
ENSG00000155016	R_HMR_2033
ENSG00000160868	R_HMR_2033
ENSG00000160870	R_HMR_2033
ENSG00000165841	R_HMR_2033
ENSG00000167600	R_HMR_2033
ENSG00000171903	R_HMR_2033
ENSG00000186160	R_HMR_2033
ENSG00000186204	R_HMR_2033
ENSG00000186377	R_HMR_2033
ENSG00000186526	R_HMR_2033
ENSG00000197408	R_HMR_2033
ENSG00000197446	R_HMR_2033
ENSG00000197838	R_HMR_2033
ENSG00000198077	R_HMR_2033
ENSG00000255974	R_HMR_2033
ENSG00000282301	R_HMR_2033
ENSG00000021461	R_HMR_2034
ENSG00000100197	R_HMR_2034
ENSG00000106258	R_HMR_2034
ENSG00000108242	R_HMR_2034
ENSG00000130649	R_HMR_2034
ENSG00000134716	R_HMR_2034
ENSG00000137869	R_HMR_2034
ENSG00000138061	R_HMR_2034
ENSG00000138109	R_HMR_2034
ENSG00000138115	R_HMR_2034
ENSG00000140465	R_HMR_2034
ENSG00000140505	R_HMR_2034
ENSG00000142973	R_HMR_2034
ENSG00000155016	R_HMR_2034
ENSG00000160868	R_HMR_2034
ENSG00000160870	R_HMR_2034
ENSG00000165841	R_HMR_2034
ENSG00000167600	R_HMR_2034
ENSG00000171903	R_HMR_2034
ENSG00000186160	R_HMR_2034
ENSG00000186204	R_HMR_2034
ENSG00000186377	R_HMR_2034
ENSG00000186526	R_HMR_2034
ENSG00000197408	R_HMR_2034
ENSG00000197446	R_HMR_2034
ENSG00000197838	R_HMR_2034
ENSG00000198077	R_HMR_2034
ENSG00000255974	R_HMR_2034
ENSG00000282301	R_HMR_2034
ENSG00000025423	R_HMR_2036
ENSG00000086696	R_HMR_2036
ENSG00000108786	R_HMR_2036
ENSG00000132196	R_HMR_2036
ENSG00000149084	R_HMR_2036
ENSG00000198189	R_HMR_2036
ENSG00000204228	R_HMR_2036
ENSG00000109193	R_HMR_2037
ENSG00000196502	R_HMR_2037
ENSG00000261052	R_HMR_2037
ENSG00000006756	R_HMR_2038
ENSG00000101846	R_HMR_2038
ENSG00000157399	R_HMR_2038
ENSG00000021461	R_HMR_2042
ENSG00000100197	R_HMR_2042
ENSG00000106258	R_HMR_2042
ENSG00000108242	R_HMR_2042
ENSG00000130649	R_HMR_2042
ENSG00000134716	R_HMR_2042
ENSG00000137869	R_HMR_2042
ENSG00000138061	R_HMR_2042
ENSG00000138109	R_HMR_2042
ENSG00000138115	R_HMR_2042
ENSG00000140465	R_HMR_2042
ENSG00000140505	R_HMR_2042
ENSG00000142973	R_HMR_2042
ENSG00000155016	R_HMR_2042
ENSG00000160868	R_HMR_2042
ENSG00000160870	R_HMR_2042
ENSG00000165841	R_HMR_2042
ENSG00000167600	R_HMR_2042
ENSG00000171903	R_HMR_2042
ENSG00000186160	R_HMR_2042
ENSG00000186204	R_HMR_2042
ENSG00000186377	R_HMR_2042
ENSG00000186526	R_HMR_2042
ENSG00000197408	R_HMR_2042
ENSG00000197446	R_HMR_2042
ENSG00000197838	R_HMR_2042
ENSG00000198077	R_HMR_2042
